,Closest Match,Medicine Name,Active Ingredients,Product Number,List of Excipients,Dosage Form,Formulated compound SMILES,Parent compound SMILES,Parent ChEMBL ID
809,GLYCOPYRRONIUM BROMIDE,Sialanar,['GLYCOPYRRONIUM BROMIDE'],EMEA/H/C/003883,"['SUCRALOSE', 'WATER', 'FLAVOUR', 'SODIUM BENZOATE', 'CITRIC ACID']",Solution,C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,CHEMBL1201335
810,IRBESARTAN,Irbesartan/Hydrochlorothiazide Teva,"['IRBESARTAN', 'HYDROCHLOROTHIAZIDE']",EMEA/H/C/001112,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'POLOXAMER', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL1513
811,HYDROCHLOROTHIAZIDE,Irbesartan/Hydrochlorothiazide Teva,"['IRBESARTAN', 'HYDROCHLOROTHIAZIDE']",EMEA/H/C/001112,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'POLOXAMER', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CHEMBL435
812,NERATINIB MALEATE,Nerlynx,['NERATINIB'],EMEA/H/C/004030,"['TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'POLYVINYL ALCOHOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL180022
813,CLOPIDOGREL BESILATE,Grepid,['CLOPIDOGREL (AS BESILATE)'],EMEA/H/C/001059,"['TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'STEARIC ACID', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'CITRIC ACID', 'TALC', 'CROSPOVIDONE']",Tablet,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.C1=CC=C(C=C1)S(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CHEMBL1771
814,NITISINONE,Nitisinone MDK (previously Nitisinone MendeliKABS),['NITISINONE'],EMEA/H/C/004281,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'PRINTING INK', 'IRON OXIDE']",Hard Capsule,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CHEMBL1337
815,BREXPIPRAZOLE,Rxulti,['BREXPIPRAZOLE'],EMEA/H/C/003841,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'WATER', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'MAIZE STARCH']",Tablet,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,CHEMBL2105760
816,VORICONAZOLE,Voriconazole Accord,['VORICONAZOLE'],EMEA/H/C/002669,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'GLYCEROL TRIACETATE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL638
817,RIVASTIGMINE HYDROGEN TARTRATE,Exelon,['RIVASTIGMINE'],EMEA/H/C/000169,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS']",Hard Capsule,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636
818,RIVASTIGMINE HYDROGEN TARTRATE,Exelon,['RIVASTIGMINE'],EMEA/H/C/000169,"['QUINOLINE YELLOW', 'WATER', 'SODIUM BENZOATE', 'SODIUM CITRATE', 'CITRIC ACID']",Solution,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636
819,ROXADUSTAT,Evrenzo,['ROXADUSTAT'],EMEA/H/C/004871,"['MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'TALC', 'ALLURA RED', 'POLYVINYL ALCOHOL', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,CHEMBL2338329
820,BETAINE,Amversio,['BETAINE'],EMEA/H/C/005637,[],Powder,C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],CHEMBL1182
821,ZONISAMIDE,Zonisamide Mylan,['ZONISAMIDE'],EMEA/H/C/004127,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'PRINTING INK', 'HYDROGENATED VEGETABLE OIL', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'POTASSIUM HYDROXIDE']",Hard Capsule,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,NS(=O)(=O)Cc1noc2ccccc12,CHEMBL750
822,LINAGLIPTIN,Jentadueto,"['LINAGLIPTIN', 'METFORMIN']",EMEA/H/C/002279,"['TITANIUM DIOXIDE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'ARGININE', 'TALC', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE', 'MAIZE STARCH']",Tablet,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500
823,METFORMIN HYDROCHLORIDE,Jentadueto,"['LINAGLIPTIN', 'METFORMIN']",EMEA/H/C/002279,"['TITANIUM DIOXIDE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'ARGININE', 'TALC', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE', 'MAIZE STARCH']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
824,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Tasigna,['NILOTINIB'],EMEA/H/C/000798,"['TITANIUM DIOXIDE', 'GELATIN', 'POTASSIUM HYDROXIDE', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'ETHANOL', 'AMMONIA', 'ISOPROPYL ALCOHOL', 'POLOXAMER', 'BUTANOL', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE']",Hard Capsule,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.O.Cl,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL255863
825,ATAZANAVIR SULPHATE,Atazanavir Krka,['ATAZANAVIR (AS SULFATE)'],EMEA/H/C/004859,"['TITANIUM DIOXIDE', 'GELATIN', 'POTASSIUM HYDROXIDE', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'CROSPOVIDONE']",Hard Capsule,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CHEMBL1163
826,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,Segluromet,"['ERTUGLIFLOZIN L-PYROGLUTAMIC ACID', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/004314,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CARNAUBA WAX', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl.C1CC(=O)N[C@@H]1C(=O)O,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CHEMBL1770248
827,METFORMIN HYDROCHLORIDE,Segluromet,"['ERTUGLIFLOZIN L-PYROGLUTAMIC ACID', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/004314,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CARNAUBA WAX', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
828,PALBOCICLIB,Ibrance,['PALBOCICLIB'],EMEA/H/C/003853,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SIMETHICONE', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'SODIUM STARCH GLYCOLATE', 'AMMONIUM HYDROXIDE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS']",Hard Capsule,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963
829,PALBOCICLIB,Ibrance,['PALBOCICLIB'],EMEA/H/C/003853,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'SUCCINIC ACID', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSPOVIDONE']",Tablet,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963
830,RIMEGEPANT SULFATE,Vydura,['RIMEGEPANT'],EMEA/H/C/005725,"['FLAVOUR', 'MANNITOL', 'GELATIN', 'SUCRALOSE']",Lyophilisate,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6.OS(=O)(=O)O,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,CHEMBL2178422
831,NITISINONE,Nityr,['NITISINONE'],EMEA/H/C/004582,"['GLYCEROL DIBEHENATE', 'LACTOSE MONOHYDRATE']",Tablet,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CHEMBL1337
832,NIRAPARIB TOSILATE MONOHYDRATE,Akeega,"['ABIRATERONE ACETATE', 'NIRAPARIB TOSILATE MONOHYDRATE']",EMEA/H/C/005932,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYVINYL ALCOHOL', 'IRON OXIDE', 'GLYCEROL MONOCAPRYLOCAPRATE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'TALC', 'CROSPOVIDONE']",Tablet,CC1=CC=C(C=C1)S(=O)(=O)O.C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N.O,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,CHEMBL1094636
833,ABIRATERONE ACETATE,Akeega,"['ABIRATERONE ACETATE', 'NIRAPARIB TOSILATE MONOHYDRATE']",EMEA/H/C/005932,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYVINYL ALCOHOL', 'IRON OXIDE', 'GLYCEROL MONOCAPRYLOCAPRATE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'TALC', 'CROSPOVIDONE']",Tablet,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,CHEMBL271227
834,TADALAFIL,Tadalafil Mylan,['TADALAFIL'],EMEA/H/C/003787,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'LACTOSE', 'MAGNESIUM STEARATE', 'HYPROMELLOSE', 'POVIDONE', 'POLOXAMER', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL779
835,DESLORATADINE,Desloratadine Actavis,['DESLORATADINE'],EMEA/H/C/002435,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE', 'TALC']",Tablet,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CHEMBL1172
836,VILDAGLIPTIN,Vildagliptin / Metformin hydrochloride Accord,"['METFORMIN HYDROCHLORIDE', 'VILDAGLIPTIN']",EMEA/H/C/005738,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'TALC']",Tablet,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,CHEMBL142703
837,METFORMIN HYDROCHLORIDE,Vildagliptin / Metformin hydrochloride Accord,"['METFORMIN HYDROCHLORIDE', 'VILDAGLIPTIN']",EMEA/H/C/005738,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'TALC']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
838,PIOGLITAZONE HYDROCHLORIDE,Pioglitazone Actavis,['PIOGLITAZONE HYDROCHLORIDE'],EMEA/H/C/002324,"['HYDROXYPROPYLCELLULOSE', 'CARMELLOSE CALCIUM', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']",Tablet,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL595
839,OSELTAMIVIR PHOSPHATE,Ebilfumin,['OSELTAMIVIR'],EMEA/H/C/003717,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'PRINTING INK', 'SODIUM STEARYL FUMARATE', 'POVIDONE', 'TALC', 'AMMONIUM HYDROXIDE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'CROSCARMELLOSE SODIUM']",Hard Capsule,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229
840,EFAVIRENZ,Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004250,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228
841,EMTRICITABINE,Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004250,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885
842,TENOFOVIR DISOPROXIL MALEATE,Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004250,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(=C\C(=O)O)\C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CHEMBL1538
843,TENOFOVIR ALAFENAMIDE FUMARATE,Vemlidy,['TENOFOVIR ALAFENAMIDE FUMARATE'],EMEA/H/C/004169,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,CHEMBL2107825
844,DABIGATRAN ETEXILATE MESILATE,Dabigatran Etexilate Accord,['DABIGATRAN ETEXILATE MESILATE'],EMEA/H/C/005639,"['TITANIUM DIOXIDE', 'SHELLAC', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'CROSCARMELLOSE SODIUM', 'HYDROXYPROPYLCELLULOSE', 'TARTARIC ACID', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'TALC', 'POTASSIUM HYDROXIDE']",Hard Capsule,CCCCCCOC(=O)/N=C(\C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)/N.CS(=O)(=O)O,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CHEMBL539697
845,VADADUSTAT,Vafseo,['VADADUSTAT'],EMEA/H/C/005131,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC']",Tablet,C1=CC(=CC(=C1)Cl)C2=CC(=C(N=C2)C(=O)NCC(=O)O)O,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,CHEMBL3646221
846,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,Edistride,['DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE'],EMEA/H/C/004161,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CHEMBL429910
847,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,Xigduo,"['METFORMIN HYDROCHLORIDE', 'DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE']",EMEA/H/C/002672,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'HYDROXYPROPYLCELLULOSE', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE', 'TALC']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CHEMBL429910
848,METFORMIN HYDROCHLORIDE,Xigduo,"['METFORMIN HYDROCHLORIDE', 'DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE']",EMEA/H/C/002672,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'HYDROXYPROPYLCELLULOSE', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE', 'TALC']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
